ID	YEAR	TITLE	SUBTITLE	DIGITAL-TITLE	URL	URN	MEDIUM	CRITICAL-TITLE	ORIG-TITLE	AUTHOR	VIAF	AUTHOR-URL	TRASLATOR	TRANSLATOR-URL	WORDS	INCIPIT
Svetokriski_NaDanSStefana1696	1696	Na dan s. Štefana (1696) [PriLit]		Janez Svetokriški. Na dan s. Štefana		URN:NBN:SI:DOC-ZGFBKTD0	print		Janez Svetokriški: Sacrum promptuarium singulis per totum annum festis, quae tum ex praecepto, tum ex devotione celebrantur praedicabile. Pars tertia. 1696. Str. 11-22.	Janez Svetokriški (1647-1714)	61726060	https://www.slovenska-biografija.si/oseba/sbi247826/			3535	NA DAN S. ŠTEFANA Surrexerunt autem quidam de sinagoga, dispuntes cum Stephano. Et non...
Svetokriski_NaDanSvetigaRoka1696	1696	Na dan svetiga Roka (1696) [PriLit]		Janez Svetokriški. Na dan svetiga Roka		URN:NBN:SI:DOC-ZGFBKTD0	print		Janez Svetokriški: Sacrum promptuarium singulis per totum annum festis, quae tum ex praecepto, tum ex devotione celebrantur praedicabile. Pars tertia. 1696. Str. 433-446.	Janez Svetokriški (1647-1714)	61726060	https://www.slovenska-biografija.si/oseba/sbi247826/			4359	NA DAN SVETIGA ROKA In diebus suis placuit DEO, & inventus est iustus, & in tempore ira...
Svetokriski_NaNovigaLejtaDan1696	1696	Na noviga lejta dan (1696) [PriLit]		Janez Svetokriški. Na noviga lejta dan		URN:NBN:SI:DOC-ZGFBKTD0	print		Janez Svetokriški: Sacrum promptuarium singulis per totum annum festis, quae tum ex praecepto, tum ex devotione celebrantur praedicabile. Pars tertia. 1696. Str. 53-79.	Janez Svetokriški (1647-1714)	61726060	https://www.slovenska-biografija.si/oseba/sbi247826/			8814	NA NOVIGA LEJTA DAN. Vocatum est nomen eius IESUS Je njega ime bilu imenovanu JEZ...
Svetokriski_NaOsmoNedeljoPoSvetiTrojici1691	1691	Na osmo nedelo po s. Trojici (1691) [PriLit]		Janez Svetokriški. Na osmo nedelo po s. Trojici		URN:NBN:SI:DOC-JDE4RVAA	print		Janez Svetokriški: Sacrum promptuarium singulis per totum annum dominicis, et festis solemnioribus Christi Domini, et B. V. Mariae, praedicabile. Pars prima. 1691. Str. 204-218.	Janez Svetokriški (1647-1714)	61726060	https://www.slovenska-biografija.si/oseba/sbi247826/			4705	NA OSMO NEDELO PO S. TROJICI Et vocavit illum, et ait illi: Quid hoc audio de te? Redde...
Svetokriski_NaSedmoNedeljoPoSTrojici1691	1691	Na sedmo nedelo po s. Trojici (1691) [PriLit]		Janez Svetokriški. Na sedmo nedelo po s. Trojici		URN:NBN:SI:DOC-JDE4RVAA	print		Janez Svetokriški: Sacrum promptuarium singulis per totum annum dominicis, et festis solemnioribus Christi Domini, et B. V. Mariae, praedicabile. Pars prima. 1691. Str. 188-203.	Janez Svetokriški (1647-1714)	61726060	https://www.slovenska-biografija.si/oseba/sbi247826/			5251	NA SEDMO NEDELO PO S. TROJICI Omnis arbor, quae non facit fructum bonum, excidetur, et...
Svetokriski_NaTretjoNedeloPoVelikiNoci1691	1691	Na tretjo nedelo po Veliki noči (1691) [PriLit]		Janez Svetokriški. Na tretjo nedelo po Veliki noči		URN:NBN:SI:DOC-JDE4RVAA	print		Janez Svetokriški: Sacrum promptuarium singulis per totum annum dominicis, et festis solemnioribus Christi Domini, et B. V. Mariae, praedicabile. Pars prima. 1691. Str. 14-40.	Janez Svetokriški (1647-1714)	61726060	https://www.slovenska-biografija.si/oseba/sbi247826/			4810	NA TRETJO NEDELO PO VELIKI NOČI Quid est hoc, quod dicit nobis: Modicum, et non videbit...
Svetokriski_NaVelikPetek1691	1691	Na Velik petek (1691) [PriLit]		Janez Svetokriški. Na Velik petek		URN:NBN:SI:DOC-JNDHE597	print		Janez Svetokriški: Sacrum promptuarium singulis per totum annum dominicis, et festis solemnioribus Christi Domini et B. V. Mariae, praedicabile. Pars secunda. Str. 546-565.	Janez Svetokriški (1647-1714)	61726060	https://www.slovenska-biografija.si/oseba/sbi247826/			6614	NA VELIK PETEK. Dicunt omnes: Cruciſigatur. Vsi vpijejo: Križaj ga. Matth. c. 27:...
Svetokriski_SermoNonusProInduendaMoniali1700	1700	Sermo nonus (1700) [PriLit]	Pro induenda mondiali	Janez Svetokriški. Sermo nonus		URN:NBN:SI:DOC-2UFG1CO8	print		Janez Svetokriški: Sacrum promptuarium diversos pro diversis occurrentibus sacris ministeriis praedicabiles continens sermones. Pars Quarta. 1700. Str. 100-112.	Janez Svetokriški (1647-1714)	61726060	https://www.slovenska-biografija.si/oseba/sbi247826/			3745	SERMO NONUS. PRO INDUENDA MONIALI. Quid existis in desertum videre? Kaj ste vunka...
Svetokriski_SermoXVObPartamDeTurcisVictoriam1700	1700	Sermo XV (1700) [PriLit]	Ob partam de Turcis victoriam	Janez Svetokriški. Sermo XV		URN:NBN:SI:DOC-2UFG1CO8	print		Janez Svetokriški: Sacrum promptuarium diversos pro diversis occurrentibus sacris ministeriis praedicabiles continens sermones. Pars Quarta. 1700. Str. 170-180.	Janez Svetokriški (1647-1714)	61726060	https://www.slovenska-biografija.si/oseba/sbi247826/			3210	SERMO XV. OB PARTAM DE TURCIS VICTORIAM. Vos autem benedicite DEUM & narrate omnia mira...
Svetokriski_SermoXXXIProDedicationeEcclesiae1700	1700	Sermo XXXI (1700) [PriLit]	Pro dedicatione ecclesiae.	Janez Svetokriški. Sermo XXXI		URN:NBN:SI:DOC-2UFG1CO8	print		Janez Svetokriški: Sacrum promptuarium diversos pro diversis occurrentibus sacris ministeriis praedicabiles continens sermones. Pars Quarta. 1700. Str. 341-353.	Janez Svetokriški (1647-1714)	61726060	https://www.slovenska-biografija.si/oseba/sbi247826/			4278	SERMO XXXI. PRO DEDICATIONE ECCLESIAE. Zachaee, festinans descende, quia hodie in domo...
Veriti_Popotnik1828	1828	Popotnik široke in vozke poti (1828) [PriLit]	Ali Popisovanje, kako se človek spači, v grehih živi, kako se poboljša, in Bogu služi	Franc Veriti. Popotnik široke in vozke poti		URN:NBN:SI:DOC-7UVJ6DG2	print		Franc Veriti: Popotnik široke in vozke poti; ali Popisovanje, kako se človek spači, v grehih živi, kako se poboljša, in Bogu služi. Ljubljana, 1828.	Franc Veriti (~1771-1849)	305753002	https://www.slovenska-biografija.si/oseba/sbi775580/			37675	POPOTNIK ŠIROKE IN VOZKE POTI; ALI POPISOVANJE, KAKO SE ČLOVEK SPAČI, V GREHIH ŽIVI, KAKO SE...
Veriti_SvetnikiI1828	1828	Življenje svetnikov in prestavni godovi I. (1828) [PriLit]		Franc Veriti. Življenje svetnikov in prestavni godovi I.		URN:NBN:SI:DOC-S962RF4Y	print		Franc Veriti: Življenje svetnikov in prestavni godovi. Perve bukve. Ljubljana, 1828. Str. 106-662	Franc Veriti (~1771-1849)	305753002	https://www.slovenska-biografija.si/oseba/sbi775580/			114750	Življenje svetnikov in prestavni godovi. Perve bukve. V natis teh bukev so milost...
Waitzenegger_Ita1831	1831	Ita Togenburska grafinja (1831) [PriLit]	Lepa ino nauka polna zgodba dvanajstiga stoletja, za vse pobožne kristjane popisana, posebno za tajiste, kateri v nedolžnosti terpe	Franz Joseph Waitzenegger. Ita Togenburska grafinja		URN:NBN:SI:DOC-3ZPVM62W	print		Ita Togenburska grafinja. Ljubljana, 1831.	Franz Joseph Waitzenegger (1784-1822)	27840214	https://www.deutsche-biographie.de/sfz84291.html#adbcontent_autor	Jurij Kosmač (1799-1872)	https://www.slovenska-biografija.si/oseba/sbi572952/	24706	ITA TOGENBURSKA GRAFINJA. Lepa ino nauka polna zgodba dvanajstiga stoletja, za vse pobo...
