n	id	author_disp	title_disp	author_refs	title	subtitle	suptitle1	suptitle2	byline	editor	date_from	date_to	date_display	place	monograph	volnum	pages	text_type	modernism	visual	lang_type	nstd_level	foreign_lang	foreign_level	note	
1250	maj68-1914	Ifigenija Zagoričnik (1953)	Podoba podobe (1971) [maj68]	#ZagoričnikIfigenija	Podoba podobe						1971-04		april 1971	Ljubljana	Problemi	VIII/100	41‒42	poezija	nizka	odsotna	knjižni jezik	odsotna		odsotna	
1251	maj68-1915	Ifigenija Zagoričnik (1953)	Nemirna si vestalka na ržišču (1971) [maj68]	#ZagoričnikIfigenija	Nemirna si vestalka na ržišču						1971-04		april 1971	Ljubljana	Problemi	VIII/100	42‒43	poezija	nizka	nizka	knjižni jezik	odsotna		odsotna	
1252	maj68-1916	Milan Jesih (1950)	Nekaj pesmi: O mar znata (1971) [maj68]	#JesihMilan	O mar znata		Nekaj pesmi				1971-04		april 1971	Ljubljana	Problemi	VIII/100	43‒44	poezija	srednja	nizka	knjižni jezik	odsotna		odsotna	
1253	maj68-1917	Milan Jesih (1950)	Nekaj pesmi: Sonet za Marijo (1971) [maj68]	#JesihMilan	Sonet za Marijo		Nekaj pesmi				1971-04		april 1971	Ljubljana	Problemi	VIII/100	44	poezija	srednja	odsotna	splošni pogovorni jezik	nizka		odsotna	
1254	maj68-1918	Milan Jesih (1950)	Nekaj pesmi: Strma groza (1971) [maj68]	#JesihMilan	Strma groza		Nekaj pesmi				1971-04		april 1971	Ljubljana	Problemi	VIII/100	44	poezija	srednja	odsotna	knjižni jezik	odsotna		odsotna	
1255	maj68-1919	Milan Jesih (1950)	Nekaj pesmi: Predlagam (1971) [maj68]	#JesihMilan	Predlagam		Nekaj pesmi				1971-04		april 1971	Ljubljana	Problemi	VIII/100	44‒45	poezija	srednja	odsotna	splošni pogovorni jezik	nizka		odsotna	
1256	maj68-1920	Frančiška Buttolo (1943)	Vprašanje poezije: Baročna omara (1971) [maj68]	#ButtoloFrančiška	Baročna omara		Vprašanje poezije				1971-04		april 1971	Ljubljana	Problemi	VIII/100	45	poezija	srednja	odsotna	knjižni jezik	odsotna		odsotna	
1257	maj68-1921	Frančiška Buttolo (1943)	Vprašanje poezije: Pečat (1971) [maj68]	#ButtoloFrančiška	Pečat		Vprašanje poezije				1971-04		april 1971	Ljubljana	Problemi	VIII/100	45	poezija	srednja	odsotna	knjižni jezik	odsotna		odsotna	
1258	maj68-1922	Frančiška Buttolo (1943)	Vprašanje poezije: Zapiti (1971) [maj68]	#ButtoloFrančiška	Zapiti		Vprašanje poezije				1971-04		april 1971	Ljubljana	Problemi	VIII/100	45	poezija	srednja	odsotna	knjižni jezik	odsotna		odsotna	
1259	maj68-1923	Frančiška Buttolo (1943)	Vprašanje poezije: Pepel mita (1971) [maj68]	#ButtoloFrančiška	Pepel mita		Vprašanje poezije				1971-04		april 1971	Ljubljana	Problemi	VIII/100	45	poezija	srednja	odsotna	knjižni jezik	odsotna		odsotna	
1260	maj68-1924	Frančiška Buttolo (1943)	Vprašanje poezije: V mali šoli (1971) [maj68]	#ButtoloFrančiška	V mali šoli		Vprašanje poezije				1971-04		april 1971	Ljubljana	Problemi	VIII/100	45	poezija	srednja	odsotna	knjižni jezik	odsotna		odsotna	
1261	maj68-1925	Frančiška Buttolo (1943)	Vprašanje poezije: Krste (1971) [maj68]	#ButtoloFrančiška	Krste		Vprašanje poezije				1971-04		april 1971	Ljubljana	Problemi	VIII/100	45	poezija	srednja	odsotna	knjižni jezik	odsotna		odsotna	
1262	maj68-1926	Frančiška Buttolo (1943)	Vprašanje poezije: Smrdljiva poezija (1971) [maj68]	#ButtoloFrančiška	Smrdljiva poezija		Vprašanje poezije				1971-04		april 1971	Ljubljana	Problemi	VIII/100	45	poezija	visoka	nizka	knjižni jezik	odsotna		odsotna	
1263	maj68-1927	Frančiška Buttolo (1943)	Vprašanje poezije: Včasih mi je hudo (1971) [maj68]	#ButtoloFrančiška	Včasih mi je hudo		Vprašanje poezije				1971-04		april 1971	Ljubljana	Problemi	VIII/100	45	poezija	srednja	odsotna	knjižni jezik	odsotna		odsotna	
1264	maj68-1928	Dimitrij Rupel (1946)	Rob:: Rudi Šeligo (1971) [maj68]	#RupelDimitrij	Rudi Šeligo			Rob			1971-04		april 1971	Ljubljana	Problemi	VIII/100	45‒47	drama	visoka	nizka	splošni pogovorni jezik	nizka		odsotna	Postmodernistični elementi. Urejal Marko Švabić.
1265	maj68-1929	Dimitrij Rupel (1946)	P. K. V. v Z. (1971) [maj68]	#RupelDimitrij	P. K. V. v Z.						1971-04		april 1971	Ljubljana	Problemi	VIII/100	46‒54	proza	visoka	odsotna	knjižni jezik	odsotna		odsotna	Postmodernistični elementi.
1266	maj68-1930	Tomaž Kralj (1951)	Rob:: Tomaž Kralj/Čarovnik iz Oza/Vodnar (1971) [maj68]	#KraljTomaž	Tomaž Kralj/Čarovnik iz Oza/Vodnar			Rob			1971-04		april 1971	Ljubljana	Problemi	VIII/100	47‒48	poezija	visoka	visoka	knjižni jezik	odsotna		odsotna	"Ime Tomaž Kralj je oblikovano kot naslov, pod njim pa s ponovljenim imenom piše ""Tomaž Kralj /Čarovnik iz Oza/ Vodnar"". Urejal Marko Švabić."
1267	maj68-1931	Marko Švabić (1949)	Šund roman / Vprašanje o suverenosti neke balkanske države (1971) [maj68]	#ŠvabićMarko	Šund roman	Vprašanje o suverenosti neke balkanske države					1971-04		april 1971	Ljubljana	Problemi	VIII/100	54‒56	proza	srednja	odsotna	knjižni jezik	odsotna		odsotna	
1268	maj68-1932	[Neznani avtor]	Rob:: No 10/101: No 10/101 (1971) [maj68]		No 10/101		No 10/101	Rob	T. Vrhovšek, profesor		1971-05		maj 1971	Ljubljana	Problemi	VIII/101	1‒3	proza	odsotna	nizka	knjižni jezik	odsotna		odsotna	"Besedilo je podpisano kot ""T. Vrhovšek, profesor"", ampak v poznejših številkah najprej sledi poziv piscu, naj navede svoj naslov, da bo kazensko preganjan, nato pa odgovor z naslovom omenjenega profesorja Toneta Vrhovška, ki (seveda) trdi, da ne prevzema odgovornosti za pismo in ga je napisal nekdo drug; če to drži, je pisec neznan in gre za (v nekem smislu literarno) potegavščino. Urejal Marko Švabić."
1269	maj68-1933	Tomaž Šalamun (1941)	Vrela usta gospodova: [Brez naslova] (1971) [maj68]	#ŠalamunTomaž			Vrela usta gospodova				1971-05		maj 1971	Ljubljana	Problemi	VIII/101	1	poezija	srednja	nizka	knjižni jezik	odsotna		odsotna	
1270	maj68-1934	Tomaž Šalamun (1941)	Vrela usta gospodova: [Brez naslova] (1971) [maj68]	#ŠalamunTomaž			Vrela usta gospodova				1971-05		maj 1971	Ljubljana	Problemi	VIII/101	1	poezija	srednja	nizka	splošni pogovorni jezik	nizka		odsotna	
1271	maj68-1935	Tomaž Šalamun (1941)	Vrela usta gospodova: [Brez naslova] (1971) [maj68]	#ŠalamunTomaž			Vrela usta gospodova				1971-05		maj 1971	Ljubljana	Problemi	VIII/101	1‒2	poezija	srednja	nizka	knjižni jezik	odsotna	angleščina	nizka	
1272	maj68-1936	Tomaž Šalamun (1941)	Vrela usta gospodova: [Brez naslova] (1971) [maj68]	#ŠalamunTomaž			Vrela usta gospodova				1971-05		maj 1971	Ljubljana	Problemi	VIII/101	2	poezija	srednja	nizka	knjižni jezik	odsotna	angleščina	nizka	
1273	maj68-1937	Tomaž Šalamun (1941)	Vrela usta gospodova: [Brez naslova] (1971) [maj68]	#ŠalamunTomaž			Vrela usta gospodova				1971-05		maj 1971	Ljubljana	Problemi	VIII/101	2‒3	poezija	srednja	nizka	knjižni jezik	odsotna		odsotna	
1274	maj68-1938	Tomaž Šalamun (1941)	Vrela usta gospodova: [Brez naslova] (1971) [maj68]	#ŠalamunTomaž			Vrela usta gospodova				1971-05		maj 1971	Ljubljana	Problemi	VIII/101	3	poezija	srednja	nizka	knjižni jezik	odsotna	italijanščina	nizka	
1275	maj68-1939	Tomaž Šalamun (1941)	Vrela usta gospodova: [Brez naslova] (1971) [maj68]	#ŠalamunTomaž			Vrela usta gospodova				1971-05		maj 1971	Ljubljana	Problemi	VIII/101	3	poezija	srednja	nizka	knjižni jezik	odsotna		odsotna	
1276	maj68-1940	Tomaž Šalamun (1941)	Vrela usta gospodova: [Brez naslova] (1971) [maj68]	#ŠalamunTomaž			Vrela usta gospodova				1971-05		maj 1971	Ljubljana	Problemi	VIII/101	4	poezija	srednja	nizka	knjižni jezik	odsotna		odsotna	
1277	maj68-1941	Tomaž Šalamun (1941)	Vrela usta gospodova: [Brez naslova] (1971) [maj68]	#ŠalamunTomaž			Vrela usta gospodova				1971-05		maj 1971	Ljubljana	Problemi	VIII/101	4	poezija	srednja	nizka	knjižni jezik	odsotna		odsotna	
1278	maj68-1942	Tomaž Šalamun (1941)	Vrela usta gospodova: [Brez naslova] (1971) [maj68]	#ŠalamunTomaž			Vrela usta gospodova				1971-05		maj 1971	Ljubljana	Problemi	VIII/101	4	poezija	srednja	nizka	knjižni jezik	odsotna		odsotna	
1279	maj68-1943	Tomaž Šalamun (1941)	Vrela usta gospodova: [Brez naslova] (1971) [maj68]	#ŠalamunTomaž			Vrela usta gospodova				1971-05		maj 1971	Ljubljana	Problemi	VIII/101	4‒5	poezija	srednja	nizka	knjižni jezik	odsotna	srbohrvaščina	nizka	
1280	maj68-1944	Tomaž Šalamun (1941)	Vrela usta gospodova: [Brez naslova] (1971) [maj68]	#ŠalamunTomaž			Vrela usta gospodova				1971-05		maj 1971	Ljubljana	Problemi	VIII/101	5	poezija	srednja	nizka	knjižni jezik	odsotna	italijanščina	srednja	
1281	maj68-1945	[Neznani avtor]	Rob:: Ukana (1971) [maj68]		Ukana			Rob	F. Š.		1971-05		maj 1971	Ljubljana	Problemi	VIII/101	4‒5	proza	nizka	nizka	splošni pogovorni jezik	srednja		odsotna	Urejal Marko Švabić.
1282	maj68-1946	[Neznani avtor]	Rob:: Nabrusimo kose (1971) [maj68]		Nabrusimo kose			Rob	Oman Ivan		1971-05		maj 1971	Ljubljana	Problemi	VIII/101	5	poezija	srednja	nizka	splošni pogovorni jezik	nizka		odsotna	Avtorstvo teksta ni gotovo. Verjetno gre za ironično mistifikacijo in je navedeno avtorstvo fiktivno. Urejal Marko Švabić.
1283	maj68-1947	[Neznani avtor]	Rob:: Dve Josipa Vidmarja ostrigi na štrikcu (1971) [maj68]		Dve Josipa Vidmarja ostrigi na štrikcu			Rob	F. Š.		1971-05		maj 1971	Ljubljana	Problemi	VIII/101	5‒6	proza	srednja	odsotna	knjižni jezik	odsotna		odsotna	Satira na Josipa Vidmarja. Urejal Marko Švabić.
1284	maj68-1948	Aleš Erjavec (1951)	Dolge poti (1971) [maj68]	#ErjavecAleš	Dolge poti						1971-05		maj 1971	Ljubljana	Problemi	VIII/101	5‒9	proza	visoka	odsotna	knjižni jezik	odsotna		odsotna	Na posameznih mestih v povedi manjkajo vejice.
1285	maj68-1949	Aleš Erjavec (1951)	Rob:: Tine iz Šmarja (1971) [maj68]	#ErjavecAleš	Tine iz Šmarja			Rob			1971-05		maj 1971	Ljubljana	Problemi	VIII/101	6‒8	proza	srednja	srednja	knjižni jezik	odsotna		odsotna	"Spet manjkajoče vejice, na prvi strani Magazina piše, da naj bi ""umrl korektor"", ne pa tudi lektor. Urejal Marko Švabić."
1286	maj68-1950	Aleš Erjavec (1951)	Rob:: Hudobna dadica (1971) [maj68]	#ErjavecAleš	Hudobna dadica			Rob			1971-05		maj 1971	Ljubljana	Problemi	VIII/101	8‒9	proza	srednja	srednja	knjižni jezik	odsotna		odsotna	"Manjkajoče vejice; zvrst pravljice oziroma modernistična satirična pravljica. Urejal Marko Švabić."
1287	maj68-1951	Franci Zagoričnik (1933)	Tri pesnitve: pesem pan (1971) [maj68]	#ZagoričnikFranci	pesem pan		Tri pesnitve		Franc Zagoričnik		1971-05		maj 1971	Ljubljana	Problemi	VIII/101	10‒11	poezija	srednja	odsotna	knjižni jezik	odsotna		odsotna	
1288	maj68-1952	Franci Zagoričnik (1933)	Tri pesnitve: spomini brez prihodnosti (1971) [maj68]	#ZagoričnikFranci	spomini brez prihodnosti		Tri pesnitve		Franc Zagoričnik		1971-05		maj 1971	Ljubljana	Problemi	VIII/101	11‒13	poezija	srednja	odsotna	splošni pogovorni jezik	nizka		odsotna	
1289	maj68-1953	Franci Zagoričnik (1933)	Tri pesnitve: 2000 znamenj ali pogovor muh (1971) [maj68]	#ZagoričnikFranci	2000 znamenj ali pogovor muh		Tri pesnitve		Franc Zagoričnik		1971-05		maj 1971	Ljubljana	Problemi	VIII/101	13‒14	poezija	srednja	odsotna	splošni pogovorni jezik	nizka	francoščina	srednja	Manjka nekaj vejic, poleg francoskih izrazov je tudi en angleški.
1290	maj68-1954	Matjaž Hanžek (1949)	Besede stari, ki so prisotne, ki niso prisotne (1971) [maj68]	#HanžekMatjaž	Besede stari, ki so prisotne, ki niso prisotne						1971-05		maj 1971	Ljubljana	Problemi	VIII/101	14‒15	poezija	visoka	odsotna	knjižni jezik	odsotna		odsotna	
1291	maj68-1955	Rudi Šeligo (1935)	Poklici čakajo: 4. Šarada (1971) [maj68]	#ŠeligoRudi	4. Šarada		Poklici čakajo				1971-05		maj 1971	Ljubljana	Problemi	VIII/101	15‒24, 33‒34	proza	srednja	odsotna	splošni pogovorni jezik	visoka	angleščina	nizka	Tok misli protagonistke, veliko je omemb nebesnih teles, a ne v žargonu, temveč poetični splošni rabi. Ločila v dialogih manjkajo, verjetno so tudi ti del (mestoma nadvse prozaičnega in banalnega) notranjega monologa, ki vključuje medmete in ekspresivne poetične modernistične metafore. Mešanje prozaičnih in vznesenih izjav, značilno za postmodernizem.
1292	maj68-1956	Janez Povše (1941)	Rob:: Izjava (1971) [maj68]	#PovšeJanez	Izjava			Rob			1971-05		maj 1971	Ljubljana	Problemi	VIII/101	19‒22	poezija	srednja	srednja	knjižni jezik	odsotna		odsotna	Urejal Marko Švabić.
1293	maj68-1957	Marko Švabić (1949)	Kajla v rit (1971) [maj68]	#ŠvabićMarko	Kajla v rit						1971-05		maj 1971	Ljubljana	Problemi	VIII/101	22‒23	proza	srednja	odsotna	knjižni jezik	odsotna		odsotna	
1294	maj68-1958	Nuša Dragan (1943);Srečo Dragan (1944)	[Brez naslova] (1971) [maj68]	#DraganNuša;#DraganSrečo					nuša & srečo dragan		1971-05		maj 1971	Ljubljana	Problemi	VIII/101	[31]	poezija	visoka	visoka	knjižni jezik	odsotna		odsotna	
1295	maj68-1959	Andrej Brvar (1945)	Buča na paro (1971) [maj68]	#BrvarAndrej	Buča na paro						1971-05		maj 1971	Ljubljana	Problemi	VIII/101	33‒37	poezija	visoka	srednja	splošni pogovorni jezik	visoka	italijanščina;latinščina	nizka	Ultramodernizem ali postmodernizem?
1296	maj68-1960	Božidar Bagola (1947)	Faniangelu v spomin: 1 (1971) [maj68]	#BagolaBožidar	1		Faniangelu v spomin				1971-05		maj 1971	Ljubljana	Problemi	VIII/101	37	poezija	visoka	srednja	knjižni jezik	odsotna		odsotna	
1297	maj68-1961	Božidar Bagola (1947)	Faniangelu v spomin: 2 (1971) [maj68]	#BagolaBožidar	2		Faniangelu v spomin				1971-05		maj 1971	Ljubljana	Problemi	VIII/101	37‒38	poezija	visoka	srednja	knjižni jezik	odsotna		odsotna	
1298	maj68-1962	Božidar Bagola (1947)	Faniangelu v spomin: 3 (1971) [maj68]	#BagolaBožidar	3		Faniangelu v spomin				1971-05		maj 1971	Ljubljana	Problemi	VIII/101	38	poezija	visoka	srednja	knjižni jezik	odsotna		odsotna	
1299	maj68-1963	Božidar Bagola (1947)	Faniangelu v spomin: 4 (1971) [maj68]	#BagolaBožidar	4		Faniangelu v spomin				1971-05		maj 1971	Ljubljana	Problemi	VIII/101	38	poezija	visoka	srednja	knjižni jezik	odsotna		odsotna	
1300	maj68-1964	Božidar Bagola (1947)	Faniangelu v spomin: 5 (1971) [maj68]	#BagolaBožidar	5		Faniangelu v spomin				1971-05		maj 1971	Ljubljana	Problemi	VIII/101	38‒39	poezija	visoka	srednja	knjižni jezik	odsotna		odsotna	
1301	maj68-1965	Božidar Bagola (1947)	Faniangelu v spomin: 6 (1971) [maj68]	#BagolaBožidar	6		Faniangelu v spomin				1971-05		maj 1971	Ljubljana	Problemi	VIII/101	39	poezija	visoka	srednja	knjižni jezik	odsotna		odsotna	
1302	maj68-1966	Božidar Bagola (1947)	Faniangelu v spomin: 7 (1971) [maj68]	#BagolaBožidar	7		Faniangelu v spomin				1971-05		maj 1971	Ljubljana	Problemi	VIII/101	39	poezija	visoka	srednja	knjižni jezik	odsotna		odsotna	
1303	maj68-1967	Jure Perovšek	Škotski škof (1971) [maj68]	#PerovšekJure	Škotski škof						1971-05		maj 1971	Ljubljana	Problemi	VIII/101	38	poezija	srednja	odsotna	splošni pogovorni jezik	nizka		odsotna	
1304	maj68-1968	Marko Švabić (1949)	Šund roman / Vprašanje o suverenosti neke balkanske države (1971) [maj68]	#ŠvabićMarko	Šund roman	Vprašanje o suverenosti neke balkanske države					1971-05		maj 1971	Ljubljana	Problemi	VIII/101	39‒41	proza	srednja	srednja	splošni pogovorni jezik	srednja	srbohrvaščina	nizka	
1305	maj68-1969	Marko Švabić (1949)	Rob:: Tretji korak so sijajna znanstva (1971) [maj68]	#ŠvabićMarko	Tretji korak so sijajna znanstva			Rob			1971-05		maj 1971	Ljubljana	Problemi	VIII/101	42‒49	proza	srednja	srednja	splošni pogovorni jezik	nizka		odsotna	Opis srečanj s pomembnimi politiki. Urejal Marko Švabić.
1306	maj68-1970	[Neznani avtor]	Rob:: Moja hči ima sanje (1971) [maj68]		Moja hči ima sanje			Rob	Šeligo Rudi		1971-09		september‒oktober 1971	Ljubljana	Problemi	VIII/103‒104	1‒3	proza	nizka	odsotna	knjižni jezik	odsotna		odsotna	Avtorstvo teksta ni gotovo. Verjetno gre za ironično mistifikacijo in je navedeno avtorstvo fiktivno. Urejal Marko Švabić.
1307	maj68-1971	Bernarda Prašnikar	Rob:: Gasilci med nami (1971) [maj68]	#PrašnikarBernarda	Gasilci med nami			Rob			1971-09		september‒oktober 1971	Ljubljana	Problemi	VIII/103‒104	13‒16	proza	nizka	srednja	knjižni jezik	odsotna		odsotna	Urejal Marko Švabić.
1308	maj68-1972	Milan Kleč (1954)	Rob:: Pikapolonice (1971) [maj68]	#KlečMilan	Pikapolonice			Rob			1971-09		september‒oktober 1971	Ljubljana	Problemi	VIII/103‒104	17	proza	nizka	nizka	splošni pogovorni jezik	nizka		odsotna	Kratka zgodba. Urejal Marko Švabić.
1309	maj68-1973	Aleksander Zorn (1947)	Veselje do nestrpnosti (1971) [maj68]	#ZornAleksander	Veselje do nestrpnosti						1971-09		september‒oktober 1971	Ljubljana	Problemi	VIII/103‒104	20‒21	proza	nizka	odsotna	splošni pogovorni jezik	nizka		odsotna	
1310	maj68-1974	Janez Povše (1941)	Rob:: Horoskop »+1« (1971) [maj68]	#PovšeJanez	Horoskop »+1«			Rob			1971-09		september‒oktober 1971	Ljubljana	Problemi	VIII/103‒104	23	poezija	visoka	nizka	knjižni jezik	odsotna		odsotna	Urejal Marko Švabić.
1311	maj68-1975	Tomaž Kralj (1951)	Rob:: Novi pašniki možganov (1971) [maj68]	#KraljTomaž	Novi pašniki možganov			Rob			1971-09		september‒oktober 1971	Ljubljana	Problemi	VIII/103‒104	24‒26	proza	nizka	odsotna	knjižni jezik	odsotna		odsotna	Urejal Marko Švabić.
1312	maj68-1976	Marko Švabić (1949)	Rob:: Šund roman / Vprašanje o suverenosti neke balkanske države (1971) [maj68]	#ŠvabićMarko	Šund roman	Vprašanje o suverenosti neke balkanske države		Rob	Švabič Marko		1971-09		september‒oktober 1971	Ljubljana	Problemi	VIII/103‒104	27‒28	proza	nizka	odsotna	splošni pogovorni jezik	srednja	srbohrvaščina	nizka	Urejal Marko Švabić.
1313	maj68-1977	Matjaž Kocbek (1946);Branko Gradišnik (1951)	Dokumenti:: Manifest skupine za manufakturno proizvodnjo manifestov (1971) [maj68]	#KocbekMatjaž;#GradišnikBranko	Manifest skupine za manufakturno proizvodnjo manifestov			Dokumenti			1971-09		september‒oktober 1971	Ljubljana	Problemi	VIII/103‒104	35‒36	proza	srednja	odsotna	knjižni jezik	odsotna		odsotna	
1314	maj68-1978	Matjaž Kocbek (1946);Branko Gradišnik (1951)	Dokumenti:: Hoja navznoter (1971) [maj68]	#KocbekMatjaž;#GradišnikBranko	Hoja navznoter			Dokumenti			1971-09		september‒oktober 1971	Ljubljana	Problemi	VIII/103‒104	44	proza	srednja	odsotna	knjižni jezik	odsotna		odsotna	
1315	maj68-1979	Ivo Svetina (1948)	Sladki oče (1971) [maj68]	#SvetinaIvo	Sladki oče						1971-09		september‒oktober 1971	Ljubljana	Problemi	VIII/103‒104	53‒55	proza	srednja	odsotna	splošni pogovorni jezik	nizka		odsotna	Ekspresivno.
1316	maj68-1980	Mitja Šinkovec	Rob:: Pismo: No 16/103‒104 (1971) [maj68]	#ŠinkovecMitja	No 16/103‒104		Pismo	Rob			1971-09		september‒oktober 1971	Ljubljana	Problemi	VIII/103‒104	53‒54	proza	nizka	odsotna	knjižni jezik	odsotna		odsotna	Urejal Marko Švabić.
1317	maj68-1981	Matjaž Kocbek (1946)	Peca (1971) [maj68]	#KocbekMatjaž	Peca						1971-09		september‒oktober 1971	Ljubljana	Problemi	VIII/103‒104	55‒56	poezija	visoka	nizka	knjižni jezik	odsotna		odsotna	Namerne slovnične napake.
1318	maj68-1982	Matjaž Kocbek (1946)	Srbečica (1971) [maj68]	#KocbekMatjaž	Srbečica						1971-09		september‒oktober 1971	Ljubljana	Problemi	VIII/103‒104	56‒58	poezija	srednja	nizka	nižji pogovorni jezik	nizka		odsotna	
1319	maj68-1983	Matjaž Kocbek (1946)	Trdi čankar (1971) [maj68]	#KocbekMatjaž	Trdi čankar						1971-09		september‒oktober 1971	Ljubljana	Problemi	VIII/103‒104	58‒61	poezija	srednja	nizka	knjižni jezik	odsotna		odsotna	
1320	maj68-1984	Marko Švabić (1949)	Rob:: Žret, pit in fukat (1971) [maj68]	#ŠvabićMarko	Žret, pit in fukat			Rob	Švabič Marko		1971-09		september‒oktober 1971	Ljubljana	Problemi	VIII/103‒104	61‒63	proza	nizka	nizka	nižji pogovorni jezik	srednja		odsotna	Urejal Marko Švabić.
1321	maj68-1985	Milan Jesih (1950)	Klimakterij: [Brez naslova] (1971) [maj68]	#JesihMilan			Klimakterij				1971-09		september‒oktober 1971	Ljubljana	Problemi	VIII/103‒104	61‒62	poezija	srednja	nizka	splošni pogovorni jezik	nizka		odsotna	
1322	maj68-1986	Milan Jesih (1950)	Klimakterij: [Brez naslova] (1971) [maj68]	#JesihMilan			Klimakterij				1971-09		september‒oktober 1971	Ljubljana	Problemi	VIII/103‒104	62	poezija	srednja	nizka	splošni pogovorni jezik	nizka		odsotna	
1323	maj68-1987	Milan Jesih (1950)	Klimakterij: [Brez naslova] (1971) [maj68]	#JesihMilan			Klimakterij				1971-09		september‒oktober 1971	Ljubljana	Problemi	VIII/103‒104	62	poezija	srednja	nizka	splošni pogovorni jezik	nizka		odsotna	
1324	maj68-1988	Milan Jesih (1950)	Klimakterij: [Brez naslova] (1971) [maj68]	#JesihMilan			Klimakterij				1971-09		september‒oktober 1971	Ljubljana	Problemi	VIII/103‒104	62	poezija	srednja	nizka	splošni pogovorni jezik	nizka		odsotna	
1325	maj68-1989	Milan Jesih (1950)	Klimakterij: [Brez naslova] (1971) [maj68]	#JesihMilan			Klimakterij				1971-09		september‒oktober 1971	Ljubljana	Problemi	VIII/103‒104	62‒63	poezija	srednja	nizka	splošni pogovorni jezik	nizka	francoščina	nizka	
1326	maj68-1990	Milan Jesih (1950)	Klimakterij: [Brez naslova] (1971) [maj68]	#JesihMilan			Klimakterij				1971-09		september‒oktober 1971	Ljubljana	Problemi	VIII/103‒104	63	poezija	srednja	nizka	splošni pogovorni jezik	nizka	nemščina	nizka	
1327	maj68-1991	Milan Jesih (1950)	Klimakterij: [Brez naslova] (1971) [maj68]	#JesihMilan			Klimakterij				1971-09		september‒oktober 1971	Ljubljana	Problemi	VIII/103‒104	63	poezija	srednja	nizka	splošni pogovorni jezik	nizka		odsotna	
1328	maj68-1992	Milan Jesih (1950)	Klimakterij: [Brez naslova] (1971) [maj68]	#JesihMilan			Klimakterij				1971-09		september‒oktober 1971	Ljubljana	Problemi	VIII/103‒104	63	poezija	srednja	nizka	splošni pogovorni jezik	nizka		odsotna	
